number,Ingredient,Category,Source,Safety,Evidence
1344,Pfaffia paniculata (Suma),Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1345,Phytolacca americana (historic),Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1346,Pimpinella anisum,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1347,Piper betle Leaf,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1348,Pistacia lentiscus Resin (Mastic),Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1349,Plantago lanceolata Leaf,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1350,Plantago major Leaf,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1351,Polygala senega Root,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1352,Polygonum aviculare Herb,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1353,Polygonum cuspidatum Root,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1354,Polygonum hydropiper,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1355,Primula veris Flower,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1356,Prunella vulgaris Herb,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1357,Pulmonaria officinalis,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1358,Quercus robur Bark,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1359,Rhamnus frangula Bark (processed),Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1360,"Rhamnus purshiana Bark (Cascara, processed)",Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1361,Rheum palmatum Root,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1362,Rhodiola crenulata Root,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Strong Clinical Evidence
1363,Rhus coriaria (Sumac),Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1364,Ribes nigrum Leaf,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1365,Rosa canina Hip,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1366,Rosmarinus officinalis Leaf,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1367,Rubia tinctorum Root,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1368,Rubus idaeus Leaf,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1369,Rumex acetosa,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1370,Ruta graveolens (historic),Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1371,Salix alba Bark,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1372,Salvia officinalis Leaf,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1373,Sambucus nigra Flower,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1374,Sanguinaria canadensis (historic),Herbal – Global Expansion A,Vegan / Plant-Based,Restricted/Controlled or High-Risk,Traditional Use / Mixed Evidence
1375,Santalum album,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1376,Saponaria officinalis,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1377,Satureja hortensis,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1378,Scrophularia nodosa,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1379,Serenoa repens Berry,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1380,Sida cordifolia (historic),Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1381,Silybum marianum Seed,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1382,Smilax officinalis (Sarsaparilla),Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1383,Solidago virgaurea,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1384,Sophora flavescens Root,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1385,Spiraea ulmaria,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1386,Symphytum officinale Leaf (topical),Herbal – Global Expansion A,Vegan / Plant-Based,Topical/External Use Only,Traditional Use / Mixed Evidence
1387,Tanacetum parthenium (Feverfew),Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1388,Taraxacum officinale Leaf,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1389,Thuja occidentalis (historic),Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1390,Thymus serpyllum,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1391,Tilia platyphyllos Flower,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1392,Tribulus terrestris Fruit,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1393,Trifolium pratense Flower,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1394,Turnera diffusa (Damiana),Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1395,Urtica dioica Root,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1396,Urtica urens Herb,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1397,Vaccinium myrtillus Leaf,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1398,Valeriana officinalis Root,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1399,Verbascum thapsus Leaf,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1400,Verbena officinalis,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1401,Viburnum opulus Bark,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1402,Viola tricolor Herb,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1403,Vitex agnus-castus Fruit,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1404,Vitis vinifera Seed,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1405,Zanthoxylum clava-herculis Bark,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1406,Zanthoxylum piperitum,Herbal – Global Expansion A,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1407,Acacia,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1408,Achyranthes,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1409,Aconitum (historic),Herbal – Global Expansion B,Vegan / Plant-Based,Restricted/Controlled or High-Risk,Traditional Use / Mixed Evidence
1410,Acorus,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1411,Adhatoda,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Strong Clinical Evidence
1412,Adonis,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1413,Aesculus,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1414,Aframomum,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1415,Albizia,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1416,Alstonia,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1417,Amaranthus,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1418,Ambrosia,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1419,Anacyclus,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1420,Anemone,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1421,Anethum,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1422,Angelica,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1423,Anthemis,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1424,Apium,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1425,Aralia,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1426,Aralia racemosa,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1427,Artemisia annua,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1428,Asparagus,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1429,Asparagus cochinchinensis,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1430,Asparagus racemosus,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1431,Azadirachta,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1432,Bacopa monnieri (Brahmi),Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Emerging Evidence
1433,Balsamodendron,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1434,Barosma (Buchu),Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1435,Bauhinia,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1436,Benincasa,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1437,Bergenia,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1438,Betonica,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1439,Bixa,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1440,Bixa orellana,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1441,Bixa orellana Seed,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1442,Bletilla,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1443,Boerhavia diffusa,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1444,Boswellia serrata,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1445,Buddleja,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1446,Calea zacatechichi,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1447,Calendula,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1448,Camellia sinensis (Green Tea),Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1449,Cannabis sativa Leaf,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1450,Capparis spinosa,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1451,Capsella bursa-pastoris,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1452,Capsicum annuum,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1453,Capsicum frutescens,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1454,Cassia angustifolia (Senna),Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1455,Centella asiatica,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1456,Cestrum nocturnum,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1457,Chaenomeles,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1458,Chelone glabra,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1459,Chenopodium,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1460,Chionanthus virginicus,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1461,Cicer arietinum,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1462,Cissampelos pareira,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1463,Cistus incanus,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1464,Citrullus colocynthis (historic),Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1465,Citrus aurantifolia,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1466,Citrus paradisi,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1467,Clerodendrum serratum,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1468,Codonopsis pilosula,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1469,Coffea arabica Fruit,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1470,Coffea robusta Fruit,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1471,Cola acuminata,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1472,Cola nitida,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1473,Coleus amboinicus,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1474,Combretum micranthum,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1475,Commiphora mukul,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1476,Conium maculatum (historic),Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1477,Crescentia cujete,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
1478,Crinum asiaticum,Herbal – Global Expansion B,Vegan / Plant-Based,General Dietary Use,Traditional Use / Mixed Evidence
